Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
BRSL,"Brightstar Lottery PLC Trading under the Legal Name to begin at the market open on July 21, 2025.",Neutral,Sell,Neutral,50.15415006,0.59,0.111307647,85.76560632,67.60374833,66.0865685,Long Upper Shadow
EOSE,"Eos Energy Enterprises, Inc.",Neutral,Buy,Neutral,55.84791627,1,1.431852941,84.536587,79.35868564,80.85378454,
CPRI,Capri Holdings Limited,Neutral,Neutral,Neutral,56.53942996,0.29,1.801967647,62.66694217,64.73526264,73.57155101,
DK,"Delek US Holdings, Inc.",Buy,Buy,Neutral,48.34250128,-0.64,-2.741513235,-32.11268896,37.01653972,30.27266783,Inverted Hammer
OSW,OneSpaWorld Holdings Limited,Buy,Buy,Neutral,53.19592714,-1.1,0.780177941,9.857280124,36.01190476,28.80270592,
PTRN,Pattern Group Inc. - Series A,Buy,Strong buy,Neutral,59.92826412,0.59,1.059894412,90.70583911,66.30552406,65.87492513,
GRDN,"Guardian Pharmacy Services, Inc.",Buy,Strong buy,Neutral,55.50752001,-1.56,0.577748529,32.84346866,33.27586207,22.67176562,Long Upper Shadow
NTCT,"NetScout Systems, Inc.",Buy,Strong buy,Sell,58.18237582,0.6,1.057397059,76.1019776,43.38624339,46.92508243,Doji
SAH,"Sonic Automotive, Inc.",Buy,Strong buy,Neutral,63.69512435,3.51,5.40095,121.6821243,89.79272411,88.65799287,Spinning Top Black
MH,"McGraw Hill, Inc.",Strong sell,Strong sell,Sell,36.35858422,-0.91,0.052279412,-181.3241813,11.07786009,33.83959588,
XRAY,DENTSPLY SIRONA Inc.,Sell,Sell,Neutral,48.54333339,-0.06,0.257279412,1.106806862,31.06549847,38.99836837,
HUN,Huntsman Corporation,Buy,Strong buy,Neutral,56.8716959,-0.32,0.927820588,61.76460499,67.0401294,71.11890534,Spinning Top Black
PENN,"PENN Entertainment, Inc.",Strong buy,Strong buy,Neutral,69.01261051,2.54,1.265602941,222.7363082,95.42521424,76.38504381,
AMSC,American Superconductor Corporation,Buy,Strong buy,Neutral,75.38397217,11.83,11.32147588,161.8565346,83.52075154,86.67097806,
ROG,Rogers Corporation,Buy,Strong buy,Neutral,76.25392172,13.45,15.885175,139.9971022,91.69254144,85.33956526,Long Lower Shadow
DNOW,DNOW Inc.,Neutral,Buy,Neutral,60.40876733,0.33,0.457997059,205.9880075,87.0367056,78.91809865,
RARE,Ultragenyx Pharmaceutical Inc.,Neutral,Neutral,Buy,55.18652688,0.36,2.059120588,47.2863819,43.50005777,53.47711412,
WT,"WisdomTree, Inc.",Buy,Strong buy,Neutral,53.89234709,0.27,1.595932353,25.87967631,45.99306778,56.02123152,
SLDE,"Slide Insurance Holdings, Inc.",Strong buy,Strong buy,Buy,56.9790609,0.88,0.615657353,78.55006426,43.72469636,46.24717479,
ABM,ABM Industries Incorporated,Neutral,Neutral,Neutral,52.42898156,0.59,1.251918824,88.36491843,75.14362617,79.07399135,"Gravestone Doji, Inverted Hammer, Long Upper Shadow"
TENB,"Tenable Holdings, Inc.",Buy,Buy,Neutral,59.19461303,3.06,1.119117647,106.0118108,81.70498084,82.32226479,
EXTR,"Extreme Networks, Inc.",Buy,Strong buy,Neutral,57.89448153,-0.18,1.686218824,44.76387432,41.05145723,48.83899383,
FRSH,Freshworks Inc.,Sell,Sell,Neutral,50.70724994,0.45,0.422154412,37.6725252,50.26214541,60.29610138,
MCW,"Mister Car Wash, Inc.",Buy,Strong buy,Sell,71.29003526,0.08,0.029852941,319.3359375,88.647343,77.69726248,"Gravestone Doji, Long Upper Shadow"
NN,NextNav Inc.,Sell,Sell,Sell,46.66038499,1.44,1.393135882,-10.31867065,36.19080561,42.57490643,
SGML,Sigma Lithium Corporation,Buy,Strong buy,Neutral,66.54600461,3.32,6.152890294,69.66759295,75.76695463,80.3888025,
CSGS,"CSG Systems International, Inc.",Strong buy,Strong buy,Buy,60.85762228,0.22,0.247951471,142.5919958,74.39256967,73.11211982,"Long Upper Shadow, Shooting Star"
VRRM,Verra Mobility Corporation,Neutral,Sell,Neutral,48.41691561,0.18,0.303985294,60.47873311,60.02501042,67.00165878,
HLIO,"Helios Technologies, Inc.",Strong buy,Strong buy,Neutral,53.27245539,-2.07,1.554080882,18.7106048,42.6964641,43.34537277,
NBTB,NBT Bancorp Inc.,Buy,Buy,Neutral,49.48494089,-1.4,1.171605882,-39.08388052,50.82877383,56.38818462,
MBIN,Merchants Bancorp,Strong buy,Strong buy,Buy,69.86603919,2.02,4.590088235,96.01512507,86.36608642,87.85358209,
BANR,Banner Corporation,Strong buy,Strong buy,Buy,67.7216444,3.54,3.983345588,172.4386303,84.89303125,79.71147224,
BUSE,First Busey Corporation,Buy,Strong buy,Neutral,55.84543499,-0.2,0.708566176,25.52686584,44.5161541,50.26786629,
WTTR,"Select Water Solutions, Inc.",Buy,Strong buy,Sell,66.09736314,2.03,1.252973235,179.6888867,89.44368969,90.82371807,Bearish Engulfing
PAHC,Phibro Animal Health Corporation,Buy,Strong buy,Neutral,53.5824046,-3.44,0.498193824,-1.765669985,29.52417692,26.50969879,
PTON,"Peloton Interactive, Inc.",Strong buy,Strong buy,Buy,67.2198396,0.58,0.655997059,146.8404145,75.8725777,73.89282368,
PBI,Pitney Bowes Inc.,Buy,Strong buy,Neutral,92.3928752,4.17,3.579158529,146.3207801,97.54265412,95.85880182,
GRAL,"GRAIL, Inc.",Neutral,Buy,Neutral,54.97091112,6.98,2.863047353,151.429923,82.39335932,75.04915714,
PK,Park Hotels & Resorts Inc.,Buy,Strong buy,Buy,55.17828162,0.045,0.436997059,59.37692955,58.64159892,60.12985547,Long Upper Shadow
TMC,TMC the metals company Inc.,Sell,Sell,Neutral,50.47914385,0.58,0.252410882,46.27416068,59.33287209,68.92154752,
MTX,Minerals Technologies Inc.,Strong buy,Strong buy,Neutral,55.87227233,-0.75,1.227306471,44.32405516,56.2069822,55.4557251,
ATHM,Autohome Inc.,Neutral,Sell,Buy,50.88478783,0.61,0.406892941,60.41276727,67.16281114,73.32993567,
BCRX,"BioCryst Pharmaceuticals, Inc.",Neutral,Neutral,Neutral,46.24257348,-0.51,-0.395386765,-86.14078681,21.59624413,20.50078247,"Long Upper Shadow, Shooting Star"
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,Buy,Strong buy,Neutral,61.63915391,-0.5,2.574951471,47.68021374,49.77392294,57.70257694,Long Upper Shadow
ALRM,"Alarm.com Holdings, Inc.",Sell,Sell,Neutral,49.05994514,1.45,0.278939412,35.33456142,46.3740458,55.13146735,
NWN,Northwest Natural Holding Company,Buy,Strong buy,Neutral,51.71543241,-1.01,-0.273034706,-43.22829697,38.92944039,27.58642539,Spinning Top White
PLUS,ePlus inc.,Buy,Strong buy,Neutral,59.05126824,0.08,6.230623529,75.29510587,68.35360304,76.17414976,
MLYS,"Mineralys Therapeutics, Inc.",Strong sell,Strong sell,Sell,45.80864407,-0.17,1.723188235,-29.50075091,29.32098765,41.49851948,
NSIT,"Insight Enterprises, Inc.",Sell,Sell,Neutral,48.15647355,-0.45,1.549643265,29.98837295,50.61310094,62.96806807,
SRPT,"Sarepta Therapeutics, Inc.",Buy,Buy,Neutral,51.97119574,-0.81,0.351645588,-71.69198535,40.77501446,28.06618926,
MLCO,Melco Resorts & Entertainment Limited,Strong sell,Strong sell,Sell,43.48322794,-0.07,0.101535,-80.82501208,22.51646904,44.23944413,Spinning Top Black
FA,First Advantage Corporation,Buy,Buy,Neutral,58.42306041,0.935,1.237391176,82.22751617,61.46892655,69.6519495,
STC,Stewart Information Services Corporation,Buy,Strong buy,Neutral,73.0409378,7,5.311272059,175.5702991,95.17151596,95.32031905,Spinning Top White
GCMG,GCM Grosvenor Inc.,Buy,Buy,Neutral,57.71365233,0.78,0.574364706,70.79429891,78.22420635,79.18320106,
ADPT,Adaptive Biotechnologies Corporation,Neutral,Neutral,Neutral,50.05038985,0.08,0.317145588,15.92818942,52.16500128,52.33581006,
HTH,Hilltop Holdings Inc.,Neutral,Sell,Neutral,48.66291151,-0.86,1.148336765,-6.163021076,48.13804176,63.89664185,"Inverted Hammer, Long Upper Shadow"
EFSC,Enterprise Financial Services Corporation,Strong buy,Strong buy,Buy,66.19586817,1.77,2.655379412,111.047048,78.18749568,69.90670092,
ARR,"ARMOUR Residential REIT, Inc.",Buy,Strong buy,Buy,55.11746741,0.04,0.522680882,62.59748122,73.50896015,73.47944241,
IE,Ivanhoe Electric Inc.,Buy,Buy,Buy,51.19197826,0.36,1.435602941,16.89368645,46.53942572,58.77234883,
CENT,Central Garden & Pet Company,Buy,Strong buy,Neutral,54.04609261,-0.04,1.159645588,80.83815493,56.90222033,58.16875887,Long Upper Shadow
AUPH,Aurinia Pharmaceuticals Inc,Strong buy,Strong buy,Buy,61.76844527,0.31,0.973307059,96.92125167,45.77758719,55.41548625,
COHU,"Cohu, Inc.",Buy,Strong buy,Sell,82.46153041,8.57,11.24841382,112.5931488,92.47277742,91.67096815,
FLOC,Flowco Holdings Inc.,Buy,Strong buy,Neutral,58.61447839,-0.01,1.117495588,96.45239649,85.0669888,80.69723711,
AVPT,"AvePoint, Inc.",Neutral,Neutral,Neutral,49.21373672,0.43,-0.029182941,34.72397161,61.02236422,67.34114306,
CECO,CECO Environmental Corp.,Buy,Strong buy,Neutral,54.7947083,-1.94,3.375145294,73.78003528,65.51403071,61.2545556,
SYBT,"Stock Yards Bancorp, Inc.",Strong buy,Strong buy,Buy,65.43625353,0.26,3.607807353,67.47586623,55.89083477,56.2464804,
ZYME,Zymeworks Inc.,Strong buy,Strong buy,Buy,64.35567823,2.39,2.427355588,131.6075856,69.57129846,76.31037237,
DGII,Digi International Inc.,Buy,Strong buy,Sell,67.34226262,1.24,4.39639,87.66164426,88.8495705,91.48070807,Spinning Top Black
DCO,Ducommun Incorporated,Strong buy,Strong buy,Buy,59.15877767,0.4,8.903007059,45.74000806,69.10982642,74.29601757,
WLY,"John Wiley & Sons, Inc.",Buy,Strong buy,Sell,66.55026463,2.5,3.106358529,67.81639154,62.6984127,68.88481888,
PUMP,ProPetro Holding Corp.,Buy,Strong buy,Buy,73.1176866,3.29,1.539022059,204.9879865,97.14452627,96.61448585,Long Lower Shadow
HURN,Huron Consulting Group Inc.,Sell,Strong sell,Neutral,47.14739632,-0.1,-1.938527941,-38.29955804,39.66835468,40.47277189,Spinning Top White
CDNL,Cardinal Infrastructure Group Inc.,Buy,Strong buy,Neutral,62.95537025,4.42,8.585567059,38.03208268,56.35834249,60.11319391,Long Lower Shadow
BW,"Babcock & Wilcox Enterprises, Inc.",Neutral,Neutral,Neutral,48.90014257,-2.79,0.182410441,-59.31990321,20.69277273,25.95929201,
ALG,"Alamo Group, Inc.",Neutral,Sell,Neutral,48.50164055,-4.53,1.509426471,14.06929064,48.22403054,44.47472817,Doji
DRH,Diamondrock Hospitality Company,Buy,Strong buy,Neutral,58.22397989,0.02,0.485160294,51.95765933,63.74238184,65.09903209,"Long Upper Shadow, Shooting Star"
DRVN,Driven Brands Holdings Inc.,Neutral,Neutral,Neutral,51.3299195,-0.09,0.638363559,39.5687791,49.54714971,50.56534885,Long Upper Shadow
DFTX,"Definium Therapeutics, Inc.",Neutral,Buy,Sell,49.528919,-1.27,2.681298235,-0.040305692,35.25342466,47.11526836,
MCRI,"Monarch Casino & Resort, Inc.",Strong buy,Strong buy,Buy,78.50596144,19.65,11.10899676,194.9387626,92.68988396,90.44824434,Marubozu White
AESI,Atlas Energy Solutions Inc.,Buy,Strong buy,Neutral,77.38667916,4.99,2.3593,166.6094771,96.25244409,97.45595219,
EVCM,EverCommerce Inc.,Buy,Strong buy,Neutral,50.91151104,0.09,0.439670588,10.7988294,50.27624309,55.67833026,
OCUL,"Ocular Therapeutix, Inc.",Buy,Buy,Neutral,56.54147391,0.66,0.766289706,107.0739646,80.22892577,82.67567036,Long Upper Shadow
HIMX,"Himax Technologies, Inc.",Buy,Strong buy,Buy,63.96522099,2.24,2.008783824,95.41084219,82.19278789,83.16832607,
PRDO,Perdoceo Education Corporation,Sell,Sell,Buy,36.40148511,-1.9,-1.258103529,-178.8258614,11.36257998,21.31759917,Bullish Harami
NEOG,Neogen Corporation,Neutral,Sell,Buy,48.94589929,0.31,0.140482353,5.768920176,23.14814815,24.70428544,
WERN,"Werner Enterprises, Inc.",Strong buy,Strong buy,Buy,66.92747242,2.34,3.419755882,116.9345925,89.37383792,86.2030805,
GT,The Goodyear Tire & Rubber Company,Buy,Buy,Buy,53.00637011,0.11,0.291257353,84.15133522,71.68949772,72.52755313,
AXGN,"Axogen, Inc.",Strong buy,Strong buy,Neutral,65.47759368,5.92,4.035215882,134.479278,86.00890052,76.78295059,
QUBT,Quantum Computing Inc.,Buy,Buy,Neutral,58.83041915,1.83,1.622403529,51.05334839,68.02140228,74.89603952,
SEM,Select Medical Holdings Corporation,Buy,Strong buy,Neutral,71.63424335,0.06,0.100382353,144.9554539,83.33333333,81.55929038,
BLBD,Blue Bird Corporation,Buy,Strong buy,Neutral,61.42917462,0,5.176614118,98.2752389,83.27288139,77.1488869,
CAPR,"Capricor Therapeutics, Inc.",Buy,Strong buy,Neutral,61.48357252,0.56,2.480392941,70.8866484,71.31675875,71.78280983,
SPSC,"SPS Commerce, Inc.",Sell,Strong sell,Neutral,44.55012977,1.85,-0.998791176,-21.16473412,39.25692254,49.50344666,
CXW,"CoreCivic, Inc.",Buy,Strong buy,Neutral,54.64426541,0.32,0.785733529,61.8438855,56.8627451,63.14027239,
PAX,Patria Investments Limited,Sell,Sell,Neutral,50.32230543,0.24,0.866779412,29.16439765,53.0952381,60.55555556,
PWP,Perella Weinberg Partners,Strong buy,Strong buy,Buy,70.56239131,0.9,2.665854412,65.68089056,68.60101961,69.6709796,
XPRO,Expro Group Holdings N.V.,Buy,Strong buy,Neutral,59.68529354,0.72,0.191842647,164.7821657,86.6429993,80.4671189,
GNL,"Global Net Lease, Inc.",Sell,Sell,Sell,45.95096126,-0.17,0.038432353,-31.49806453,32.77415608,37.08532631,
GTY,Getty Realty Corporation,Buy,Buy,Neutral,50.44414995,-0.23,0.615510294,8.90430878,40.40643982,49.59873972,
CMRE,Costamare Inc.,Sell,Sell,Sell,47.94853278,-0.79,-0.511703235,-63.43871394,25.89928058,18.74288211,
HCI,"HCI Group, Inc.",Neutral,Neutral,Neutral,49.26447664,2.43,-2.040223529,91.88713122,55.91567852,49.37198068,
SKWD,"Skyward Specialty Insurance Group, Inc.",Sell,Strong sell,Neutral,48.97644056,-0.78,1.217164706,21.7450753,51.25118292,62.02184001,
CMPR,Cimpress plc,Strong buy,Strong buy,Neutral,67.2860147,4.75,6.539464706,93.51155233,83.20327269,85.02241819,
NCNO,"nCino, Inc.",Neutral,Neutral,Neutral,53.04288793,0.46,1.360186765,26.88742801,25.48306645,37.35206292,Long Upper Shadow
VERX,"Vertex, Inc.",Neutral,Buy,Neutral,51.58788262,1,-0.035911765,88.39085446,53.07855626,52.15852795,
NTST,NetSTREIT Corp.,Buy,Strong buy,Buy,58.25499357,0.34,0.82021,62.26749869,69.25028755,78.58463406,
IMAX,Imax Corporation,Neutral,Neutral,Neutral,49.03671606,0.18,-1.24,-5.328393785,38.27761914,31.88665519,Inverted Hammer
TRVI,"Trevi Therapeutics, Inc.",Buy,Strong buy,Neutral,59.93272358,0.94,2.045694412,59.89189862,52.24323559,59.94665059,
GRC,Gorman-Rupp Company (The),Buy,Strong buy,Neutral,67.36659524,3.8,6.241479412,160.4684755,88.52461291,74.83000719,
CHA,Chagee Holdings Limited,Buy,Buy,Neutral,55.06387072,0.68,0.409861471,98.66320348,76.76250758,83.48503833,
STOK,"Stoke Therapeutics, Inc.",Sell,Sell,Sell,45.81631634,-1.34,0.822779412,-26.41314401,34.62086467,54.07950267,
UTI,Universal Technical Institute Inc,Neutral,Buy,Neutral,49.65482973,0.87,0.285284265,-60.44198032,33.85127636,45.83795782,
CTOS,"Custom Truck One Source, Inc.",Buy,Strong buy,Sell,81.255674,1.42,1.705467647,143.1964826,92.77624603,93.30371647,
TYRA,"Tyra Biosciences, Inc.",Buy,Strong buy,Buy,53.15882549,1.3,0.031439706,34.25982027,57.43614474,53.71576337,
FDP,"Fresh Del Monte Produce, Inc.",Buy,Strong buy,Neutral,51.74402345,-0.19,0.223548529,53.06209146,57.30027548,58.19674211,Long Upper Shadow
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Buy,Strong buy,Neutral,68.60342534,1.6,4.431932221,79.57453083,80.78829594,81.61661783,
TGLS,Tecnoglass Inc.,Sell,Strong sell,Neutral,49.45502384,-1.33,0.993158235,31.22654396,68.31501832,68.33536834,
ATEN,"A10 Networks, Inc.",Buy,Strong buy,Neutral,70.36681719,2.76,3.511411471,102.7051893,73.68421053,73.97498484,Spinning Top White
VVX,"V2X, Inc.",Sell,Strong sell,Neutral,35.50808428,-5.94,-2.931211471,-146.5517851,13.00385569,15.99247693,Long Upper Shadow
XIFR,"XPLR Infrastructure, LP",Buy,Strong buy,Neutral,52.38771898,0.18,-0.260225,1.744873848,32.88187189,19.48294223,
SOC,Sable Offshore Corp.,Sell,Strong sell,Neutral,46.32400783,0.48,-1.136529118,-33.55554712,59.64104218,61.90315097,
LC,LendingClub Corporation,Buy,Strong buy,Neutral,61.20746691,1.59,2.326177941,71.85141432,74.32908334,78.61663361,Spinning Top Black
BRBR,"BellRing Brands, Inc.",Buy,Buy,Buy,54.4781978,1.74,0.171157647,146.8367909,74.6713452,73.61981215,Spinning Top White
EZPW,"EZCORP, Inc.",Buy,Strong buy,Neutral,78.6313056,2.41,3.657846176,113.3363004,89.74427204,89.16883474,
OFG,OFG Bancorp,Buy,Strong buy,Neutral,71.94200727,2.73,3.981154412,147.2656485,80.75236257,82.5070306,
NWBI,"Northwest Bancshares, Inc.",Strong buy,Strong buy,Neutral,61.07006857,0.02,0.464454412,54.24258825,52.59456153,51.55965447,Marubozu White
EYE,"National Vision Holdings, Inc.",Sell,Strong sell,Neutral,45.97655506,-0.14,-1.255477941,-55.41300573,27.41889542,37.02321498,Bullish Engulfing
DXC,DXC Technology Company,Strong sell,Strong sell,Sell,39.57306884,-0.7,0.105469118,-125.5465221,24.27394885,42.19043491,
LCID,"Lucid Group, Inc.",Strong sell,Strong sell,Sell,25.3567103,-3.31,-2.416621265,-138.1806954,1.153390388,3.188775401,
KMPR,Kemper Corporation,Buy,Buy,Neutral,58.98101736,1.05,1.665633235,89.32602934,67.71023998,68.00835689,
FMC,FMC Corporation,Sell,Strong sell,Buy,46.25717489,-2.51,-0.615688824,-100.9857789,21.81746964,13.49666853,
WSR,Whitestone REIT,Buy,Strong buy,Sell,82.27106534,0.02,1.627275809,51.2895727,98.06378426,98.75337271,
MD,"Pediatrix Medical Group, Inc.",Strong buy,Strong buy,Neutral,68.14594221,1.58,1.777692353,121.2848041,79.20475144,76.50446447,Spinning Top White
SPB,"Spectrum Brands Holdings, Inc.",Buy,Strong buy,Neutral,63.15771268,4.79,6.954816176,91.62114137,86.39915168,86.59101154,
MGRT,Mega Fortune Company Limited,Buy,Strong buy,Buy,90.07601257,91.75,91.31339,85.7135721,79.54068732,80.01582253,Long Lower Shadow
WGS,GeneDx Holdings Corp.,Sell,Strong sell,Neutral,46.13804077,5.19,-1.056072059,36.72682432,59.9257885,64.66020752,
IOSP,Innospec Inc.,Buy,Strong buy,Neutral,62.94502268,1.11,3.492198529,132.9754504,88.46433181,77.09368428,
NBHC,National Bank Holdings Corporation,Strong buy,Strong buy,Buy,66.23701405,1.25,2.207847059,113.0479532,89.84559693,83.12015873,
CLBK,"Columbia Financial, Inc.",Strong buy,Strong buy,Buy,60.85695691,0.44,0.330514706,84.11428118,64.9139961,57.14440798,Marubozu White
SMA,"SmartStop Self Storage REIT, Inc.",Sell,Strong sell,Neutral,49.00447148,0.05,0.784398529,39.10311454,58.80801095,63.5672827,
TIC,"TIC Solutions, Inc.",Neutral,Buy,Neutral,60.85374723,1.455,1.113180882,92.41537865,76.95475497,79.54059808,
CASH,"Pathward Financial, Inc.",Sell,Sell,Neutral,38.84033875,-6.83,0.741486765,-89.83835309,22.42424242,40.1691419,
ESTA,Establishment Labs Holdings Inc.,Buy,Buy,Neutral,52.53737491,2.55,3.463610294,70.33721559,69.19694291,72.72025509,
INVX,"Innovex International, Inc.",Buy,Strong buy,Buy,67.66975791,1.68,1.886986176,169.9349598,88.57377982,87.58664899,
INBX,"Inhibrx Biosciences, Inc.",Buy,Strong buy,Buy,83.5346429,53.99,40.38801618,182.5375008,69.54304088,66.91383259,
NEXT,NextDecade Corporation,Neutral,Neutral,Neutral,50.20676567,-0.29,0.124858529,-68.5860838,24.5556467,26.92917692,
WS,"Worthington Steel, Inc.",Strong buy,Strong buy,Buy,63.03376252,3.24,3.576842647,156.3615089,85.42333125,87.0567913,
ANAB,"AnaptysBio, Inc.",Strong buy,Strong buy,Buy,81.07511689,20.77678823,10.99968863,247.2789446,85.54285069,85.82896092,
STEL,"Stellar Bancorp, Inc.",Buy,Strong buy,Neutral,56.02807818,-0.14,0.872264706,24.06098626,49.25185834,57.68098182,
FUN,Six Flags Entertainment Corporation,Buy,Buy,Neutral,52.76822058,-0.88,0.809086765,-7.013745366,34.33982989,42.5756778,
FCF,First,Buy,Strong buy,Neutral,59.08562084,-0.19,0.853182647,50.38387429,56.86584172,62.20821509,"Long Upper Shadow, Shooting Star"
FLO,"Flowers Foods, Inc.",Neutral,Buy,Neutral,61.6520411,0.73,0.313619118,133.9156896,93.68611104,92.46975712,
RNW,ReNew Energy Global plc,Buy,Buy,Buy,60.27464021,0.38,0.239357353,119.1717977,73.22076979,77.26640039,Long Upper Shadow
LTC,"LTC Properties, Inc.",Neutral,Neutral,Neutral,48.66757517,-0.88,-0.207630588,-13.85171119,32.75261324,27.05993803,Long Upper Shadow
SGRY,"Surgery Partners, Inc.",Buy,Buy,Buy,66.97149502,1.45,1.708336765,107.6948925,80.12386635,85.65869834,Shooting Star
MGNI,"Magnite, Inc.",Buy,Buy,Neutral,53.18806161,0.94,0.584460882,63.61628948,50.55446836,54.71310451,
RVLV,"Revolve Group, Inc.",Buy,Strong buy,Neutral,57.17144687,1.27,2.758126471,68.89467458,63.86275723,72.45652918,Bearish Engulfing
VCEL,Vericel Corporation,Strong buy,Strong buy,Buy,61.44955714,2.48,1.467844118,171.6270747,77.26703562,66.11346174,
RAMP,"LiveRamp Holdings, Inc.",Strong buy,Strong buy,Neutral,61.53169849,3.03,1.610282353,117.4039988,72.23382046,71.28276502,
AMLX,"Amylyx Pharmaceuticals, Inc.",Buy,Strong buy,Neutral,56.33863064,0.41,1.935963235,46.63089652,49.07901126,62.15636554,Long Upper Shadow
AGM,Federal Agricultural Mortgage Corporation,Strong buy,Strong buy,Neutral,71.06547941,14.01,18.27464824,99.66825586,85.6341126,84.42472649,
TNET,"TriNet Group, Inc.",Buy,Buy,Neutral,56.55779059,2.99,2.394437059,116.2196215,71.78494624,73.67741935,Shooting Star
RDW,Redwire Corporation,Sell,Strong sell,Sell,46.8593559,-0.66,0.724136176,-47.2296751,20.37431734,42.82436845,
TSHA,"Taysha Gene Therapies, Inc.",Strong buy,Strong buy,Buy,68.46668947,2.04,1.477807353,88.82819573,85.97938144,88.23495117,
AGYS,"Agilysys, Inc.",Sell,Strong sell,Neutral,43.42425905,0.83,-2.213683529,-39.11401492,38.04436914,43.10652223,
LWLG,"Lightwave Logic, Inc.",Buy,Strong buy,Neutral,60.37553814,1.06,4.373176176,45.99930978,68.27450574,77.89619629,Long Lower Shadow
SNDX,"Syndax Pharmaceuticals, Inc.",Sell,Strong sell,Neutral,33.96412132,-3.25,-1.794167647,-180.0895128,7.640833269,7.07685429,
HMN,Horace Mann Educators Corporation,Buy,Strong buy,Neutral,62.9796869,1.06,1.963177941,112.1343355,78.60874261,81.86974775,
EPAC,Enerpac Tool Group Corp.,Neutral,Sell,Buy,47.52072791,-1.24,-0.635708338,-23.21728828,30.2561983,23.47596078,
EVTC,"Evertec, Inc.",Buy,Strong buy,Neutral,56.10951782,0.97,1.241277059,45.38419971,49.74483221,56.66751801,
PVLA,"Palvella Therapeutics, Inc.",Buy,Strong buy,Neutral,54.7134629,-0.36,3.991235294,15.67509212,49.06853671,57.91440279,
PHVS,Pharvaris N.V.,Buy,Strong buy,Neutral,53.65829718,0.83,1.323436765,66.18341576,52.18417946,61.26031793,
GLOB,Globant S.A.,Sell,Strong sell,Sell,36.99753697,-4.23,-0.119929412,-132.8965131,9.547239486,27.06687927,
ADUS,Addus HomeCare Corporation,Neutral,Buy,Neutral,56.36041789,3.05,-2.030352941,264.3049099,81.53052664,69.34838806,
BL,"BlackLine, Inc.",Strong sell,Strong sell,Sell,37.09090232,-0.74,-4.002880882,-72.41645348,18.01125704,19.17336936,
ZD,"Ziff Davis, Inc.",Strong buy,Strong buy,Neutral,69.25450699,3.96,3.578690588,90.08873924,73.86034581,74.76220323,
SHO,"Sunstone Hotel Investors, Inc.",Strong buy,Strong buy,Buy,60.26376681,0.12,0.321863235,76.33665188,76.72246198,74.03924879,
SEMR,"SEMrush Holdings, Inc.",Strong buy,Strong buy,Buy,73.32785269,0.065,0.042352941,138.7962522,78.57142857,69.04761905,
ANIP,"ANI Pharmaceuticals, Inc.",Strong buy,Strong buy,Buy,55.17651481,1.29,3.119254412,42.09915858,50.25591082,57.60863089,
DHC,Diversified Healthcare Trust,Strong buy,Strong buy,Buy,60.27133078,0.38,0.156186765,161.0861819,70.13006358,58.87469549,
GTM,ZoomInfo Technologies Inc.,Neutral,Neutral,Neutral,50.44311337,0.54,0.166341176,58.83428427,65.90909091,71.63299663,Long Upper Shadow
FIHL,Fidelis Insurance Holdings Limited,Buy,Strong buy,Neutral,63.07476175,0.84,1.303014706,101.2704506,83.56720332,82.9983804,Long Upper Shadow
ECPG,Encore Capital Group Inc,Buy,Strong buy,Sell,78.55411106,6.02,9.629976471,102.8838134,89.56471143,91.10966273,
FSUN,FirstSun Capital Bancorp,Buy,Strong buy,Neutral,57.14119488,0.45,1.593845588,53.28731904,64.45154105,64.00657939,
HRMY,"Harmony Biosciences Holdings, Inc.",Buy,Buy,Buy,59.39708393,2,2.919833824,94.6553954,50.92347657,56.53741297,
AORT,"Artivion, Inc.",Neutral,Sell,Neutral,50.24695948,-1.54,0.958982353,41.30429705,56.94469615,60.26446328,
ALMR,"Alamar Biosciences, Inc.",Neutral,Neutral,Neutral,,,,,,,
DEI,"Douglas Emmett, Inc.",Buy,Strong buy,Buy,68.48508855,1.23,0.852676471,110.3405665,82.54754946,79.59946395,
CHCO,City Holding Company,Neutral,Buy,Neutral,51.56793506,-1.65,3.713486765,-0.216278996,41.43347533,50.33124393,
INTA,"Intapp, Inc.",Sell,Strong sell,Neutral,42.24756973,1.03,-1.559816471,-46.3689404,35.86726998,40.12441821,
THR,"Thermon Group Holdings, Inc.",Buy,Strong buy,Sell,57.12275479,-1.16,2.574925,68.83417062,67.53571658,63.52625915,
AHCO,AdaptHealth Corp.,Buy,Strong buy,Neutral,69.74585559,0.76,1.118838235,142.6077448,87.35690945,82.49147453,
VRE,"Veris Residential, Inc.",Buy,Strong buy,Sell,67.59271711,0.02,0.014517647,78.62558834,55.71428571,44.12698413,"Gravestone Doji, Long Upper Shadow"
SRCE,1st Source Corporation,Strong buy,Strong buy,Buy,59.49905902,-0.13,3.285990588,48.0080044,47.07722456,54.91019618,
SONO,"Sonos, Inc.",Buy,Buy,Neutral,58.4743608,1.33,0.931418824,99.57074841,77.41046832,79.38584748,Spinning Top Black
